player,recent_form,surface_winrate
Riccardo Ghedin,0.48,0.68
Peter Shults,0.89,0.79
Guillermo Gomez Diaz,0.69,0.56
Daniel Dueren,0.5,0.86
Ryan Andrews,0.74,0.83
Faisal Aidil,0.45,0.47
Henry So,0.83,0.52
Ali Javaheriyan,0.45,0.53
Amir Soheil Mohseni,0.52,0.88
Ashkan Shahgholi,0.45,0.5
Amir Vaziri,0.45,0.74
Vahid Tahamtan,0.66,0.44
Sandy Purnomo,0.74,0.7
Fabian Poth,0.79,0.48
Andery Setyawanto,0.75,0.72
Christopher Rungkat,0.58,0.6
Filip Zeman,0.68,0.73
Sascha Koehler,0.86,0.62
Yasser Adel Sayed,0.59,0.87
Sten Weingartner,0.53,0.82
Georgi Rumenov Payakov,0.66,0.86
Harri Heliovaara,0.55,0.52
Eric Uwamahoro,0.53,0.48
Juan Pablo Yunis,0.79,0.71
German Sole,0.85,0.88
Damiano Di Ienno,0.65,0.46
Troy Gillham,0.79,0.53
Kris Nathan,0.49,0.81
Aditya Madkekar,0.67,0.66
Devinder Singh Bhusari,0.72,0.73
Sean Galpin,0.65,0.73
Rahil Makharia,0.46,0.63
Purav Raja,0.77,0.79
Sam Groth,0.82,0.87
Cesare Gallo,0.72,0.9
Rafael Garcia,0.48,0.43
Mohamed Redha Ouahab,0.44,0.7
Mauricio Echazu,0.55,0.42
Dmytro Kamynin,0.42,0.9
Dmytro Petrov,0.82,0.64
Sergey Rudenko,0.75,0.9
Sebastian Gallego Betancor,0.68,0.5
Konstantinos Kalaitzis,0.84,0.49
Adam Barratclough,0.46,0.9
Magnus Ohrvall,0.76,0.92
Karl Norberg,0.47,0.82
Herve Karcher,0.43,0.52
Emilio Andres Ferreyra,0.47,0.49
Erasmo Vazquez,0.88,0.81
Mauricio Doria Medina,0.62,0.75
Luis Fernando Manrique,0.42,0.88
Diego Medrano,0.69,0.55
Noel Moossa,0.5,0.56
Peter Gojowczyk,0.4,0.8
Matthew Ebden,0.78,0.55
Roger Lema,0.48,0.65
Juan Carlos Spir,0.87,0.69
Jochen Schoettler,0.7,0.77
Alexy Tsyrenov,0.44,0.59
Edward Seator,0.51,0.87
Matthew Lott,0.71,0.62
James Cerretani,0.57,0.42
Ernest Zurabian,0.67,0.44
Aleksandr Aksyonov,0.8,0.93
Alejandro Vargas Garcia,0.8,0.74
Yoav Schab,0.75,0.67
Benjamin Janse Van Rensburg,0.84,0.88
Simon Harston,0.5,0.79
Dominic Metzger,0.49,0.5
Kagiso Kelebeile,0.8,0.4
Yannick Jankovits,0.56,0.94
Justin Visser,0.66,0.75
Sergey Betov,0.77,0.66
Vasil Mladenov,0.6,0.92
Alexandr Dolgopolov,0.47,0.6
Artem Smirnov,0.74,0.8
Mikhail Kukushkin,0.81,0.77
Orlando Superlano,0.41,0.77
David Budler,0.68,0.77
Luca Leonardi,0.63,0.41
Evghenii Corduneanu,0.53,0.85
Kai Ohuchi,0.48,0.91
Thomas Cristian Hodel,0.49,0.65
Dumiso Khumalo,0.76,0.71
Alessandro Sabatini,0.67,0.58
Eddy Chala,0.89,0.83
Scott Dickson,0.52,0.81
Petr Frelich,0.88,0.81
Jesse Levine,0.66,0.8
Kriegler Brink,0.47,0.52
Lennart Beckhaus,0.47,0.46
Josef Hrabal,0.7,0.57
Maxime Authom,0.82,0.72
Vytis Balsiukas,0.77,0.62
Carsten Ball,0.73,0.54
Borja Malo,0.49,0.41
Patrick Eichenberger,0.45,0.47
Gilberto Alvarez,0.4,0.46
Clay Donato,0.45,0.93
Hakim Rezgui,0.78,0.83
Gustavo Sterin,0.85,0.47
Rui Hao,0.52,0.66
Chin Yu Huang,0.8,0.76
Guo Bin Cen,0.5,0.93
Thiemo De Bakker,0.52,0.55
Saurav Sukul,0.51,0.55
Almog Mashiach,0.43,0.71
Petar Jelenic,0.5,0.87
Steeve Noblecourt,0.59,0.55
Daniel Cox,0.6,0.47
Peng Gao,0.55,0.55
Scott Schnugg,0.66,0.65
Raphael Ozelli,0.59,0.6
Michael Shabaz,0.89,0.87
Leandro Ferreira,0.8,0.92
Rudy Coco,0.87,0.61
Franck Dalla Santa,0.68,0.85
Alberto Gonzalez,0.74,0.44
Michael Lai,0.48,0.7
West Nott,0.78,0.86
Jesus Francisco Felix,0.52,0.63
Israel Morales,0.47,0.48
Juan Lorenzo Gonzalez,0.42,0.56
Jose Roberto Velasco,0.64,0.67
Federico Ciarrochi,0.54,0.86
Rahim Esmail,0.89,0.81
Eduardo Peralta Tello,0.52,0.45
Alberto Cristofaro,0.83,0.7
Blazej Koniusz,0.56,0.88
Terkaa Nambe,0.77,0.72
Guillaume Tarralle,0.73,0.44
Patrick Gamauf,0.68,0.85
Nathan Thompson,0.61,0.9
Victor Garcia Gimeno,0.74,0.61
David Prats Catalan,0.6,0.57
Michael Mcclune,0.67,0.7
Alfonso Fernandez Guimera,0.69,0.94
Marco Viola,0.53,0.86
Jun Chao Xu,0.57,0.85
Austen Childs,0.41,0.51
Antoine Tassart,0.83,0.89
Stephen Moros,0.78,0.71
Federico Cataldi,0.49,0.9
Witold Cudny,0.58,0.76
Adil Shamasdin,0.61,0.86
Michael Rubin,0.57,0.49
Mao Xin Gong,0.8,0.79
Jeffrey Das,0.76,0.54
Luca Bianchini,0.78,0.49
Sahar Shimiel,0.85,0.72
Jean Francois Berard,0.7,0.73
Yan Bai,0.71,0.67
Rong Ma,0.76,0.45
Xiao Long Yin,0.74,0.53
Ezequiel Krivulin,0.83,0.53
Kei Nishikori,0.79,0.57
Thomas Drouet,0.46,0.75
Josip Juric,0.86,0.64
Maxime Bonami,0.74,0.93
Nikola Mektic,0.46,0.41
Stephen Donald,0.79,0.52
Yan Levinski,0.58,0.72
Favel Antonio Freyre Perdomo,0.8,0.88
Mohamed Nazim Saber,0.88,0.42
David Canudas Fernandez,0.53,0.89
Martin Pedersen,0.83,0.68
Alan Wright,0.79,0.83
Jose Ricardo Nunes,0.74,0.92
Carlos Calderon Rodriguez,0.59,0.52
Joao Ferreira,0.45,0.72
David Tavernier,0.64,0.89
Luis Javier Cuellar Contreras,0.45,0.86
Hyun Joon Kim,0.65,0.69
Carl Bergman,0.81,0.92
Javier Ramos,0.9,0.79
Heiner Tadault,0.5,0.69
Guillermo Olaso,0.5,0.43
Danny Spierenburg,0.81,0.67
Carl Sundberg,0.63,0.63
Ahmad Rabeea Muhammad,0.86,0.57
Diego Puerto Jaimez,0.78,0.92
Amarit Sanchez Thammakrong,0.77,0.91
Thomas Cazes Carrere,0.45,0.59
Stefano Vukov,0.42,0.64
Francisco Javier De La Torre Sanchez,0.56,0.81
Arsen Asanov,0.51,0.86
Juan Pablo Villar,0.76,0.46
Oscar Castillon Miguez,0.63,0.67
Pietro De Simon,0.66,0.9
Robert Varga,0.81,0.77
Sean Thornley,0.64,0.7
George Balafoutas,0.67,0.79
Hans Podlipnik Castillo,0.82,0.76
Ricardas Berankis,0.62,0.92
Alexander Stamchev,0.44,0.9
Hristo Hristov,0.66,0.62
Yannick Mertens,0.69,0.42
Miljan Zekic,0.66,0.58
Stefan Mitev,0.53,0.51
Drazen Sakac,0.51,0.47
Marko Pazman,0.58,0.89
Mathias Feitsch,0.48,0.79
Robert Belak,0.73,0.42
Kellen Damico,0.71,0.91
Dimitrios Loucareas,0.72,0.9
Mithun Murali,0.51,0.92
Kento Takeuchi,0.52,0.86
Federico Cavallero,0.79,0.44
Iain Atkinson,0.75,0.74
Ruben Aboytes,0.84,0.45
Alexandru Raul Lazar,0.6,0.79
Vlad Alex Marinescu,0.67,0.51
Javier Becerra Hernandez,0.77,0.91
Mikal Oliver Statham,0.89,0.91
Tuomo Ojala,0.89,0.73
Kevin Kerr,0.9,0.81
Gregory Gumbs,0.85,0.87
Maksim Bakunin,0.72,0.61
Illya Marchenko,0.4,0.72
Vadim Alekseenko,0.75,0.5
Attila Bucko,0.52,0.94
Henrique Cancado,0.43,0.91
Renato Silveira,0.75,0.67
Massimo Capone,0.78,0.7
Mohammed Al Nabhani,0.73,0.64
N Sriram Balaji,0.58,0.4
Vijay Paul,0.66,0.53
Marek Pokrywka,0.87,0.46
Miroslav Ocadlik,0.76,0.58
Laurent Rochette,0.65,0.53
Yuichi Sugita,0.7,0.82
Sami Huurinainen,0.86,0.68
Mateusz Kowalczyk,0.6,0.85
Ramiro Alexis Campos,0.45,0.75
Christian Gutierrez,0.56,0.76
Tomislav Raca,0.61,0.88
Ivan Salec,0.54,0.87
Filip Spasojevic,0.66,0.43
Rodrigo Orozco,0.55,0.72
Dan Vasilescu,0.45,0.63
Cosmin Cristian Andreescu,0.49,0.73
Kosuke Naruse,0.86,0.87
Tatsuma Ito,0.71,0.41
Balazs Novak,0.56,0.41
Kevin Taylor,0.58,0.43
Alexandru Daniel Carpen,0.65,0.88
Octavian Nicodim,0.74,0.59
Luca Vanni,0.69,0.6
Damian Guichonet,0.87,0.59
Marcelo Demoliner,0.71,0.53
Sumit Prakash Gupta,0.86,0.42
Mario Cuellar Gonzalez,0.4,0.9
Vladyslav Klymenko,0.85,0.53
Wael Kilani,0.76,0.89
Reda El Amrani,0.49,0.93
Slah Mbarek,0.53,0.72
Ignacio Vicente,0.67,0.6
Artur Romanowski,0.46,0.82
Harshana Godamanna,0.79,0.41
Daniel Danilovic,0.8,0.91
Aleksandr Agafonov,0.55,0.62
Ales Plesnicar,0.43,0.57
Sebastian Kraila,0.89,0.47
Alin Mihai Constantin,0.53,0.93
Danail Tarpov,0.43,0.85
Angel Alonso Campos,0.56,0.8
Federico Paskvan,0.88,0.91
Adolfo Gomez Pinter,0.8,0.93
Edesio Semencato,0.64,0.55
Boy Westerhof,0.55,0.83
Janusz Conradi,0.61,0.82
Egor Puntus,0.41,0.71
Shendrit Deari,0.76,0.48
Jerome Inzerillo,0.45,0.92
Pierre Mouillon,0.66,0.57
James Cluskey,0.68,0.72
Vincent Sapene,0.4,0.41
Aaron Bishop,0.89,0.64
David Robles Torralba,0.55,0.74
Peerakit Siributwong,0.44,0.61
Shuhei Uzawa,0.83,0.66
Philippe Brand,0.48,0.51
Peter Lucassen,0.41,0.59
Peter Torebko,0.65,0.8
Kenichiro Nakahara,0.46,0.93
Paul Moggre,0.89,0.66
Luigi Dagord,0.41,0.78
Matt Bruch,0.43,0.94
Diago Sakurai,0.82,0.83
Colin Obrien,0.52,0.41
Gerald Kamitz,0.86,0.91
Clement Reix,0.56,0.88
Gilles Lagardere,0.43,0.55
Marius Alfs,0.41,0.5
Omid Souri,0.54,0.89
Ivan Endara,0.64,0.78
Eric Hechtman,0.4,0.53
Chase Buchanan,0.69,0.79
Bryan Koniecko,0.57,0.73
Carlos Cuenca Navarro,0.6,0.57
Marc Spicijaric,0.53,0.71
Tigran Martirosyan,0.66,0.69
Marco Simoni,0.52,0.68
Jonathan Eysseric,0.47,0.68
Juan Manuel Agasarkissian,0.85,0.4
Yao Lun Chang,0.6,0.55
Joel Kielbowicz,0.44,0.64
Julian Bley,0.52,0.47
Christophe Lenzi,0.55,0.81
Manuel Ivan Avila,0.78,0.87
Darrin Cohen,0.41,0.85
Alberto Rojas Maldonado,0.64,0.65
Victor Andrei Ion,0.6,0.78
Andrei Daescu,0.88,0.44
Timothy Bradshaw,0.49,0.51
Juan Andres Gomez,0.71,0.43
Kristijan Mesaros,0.5,0.93
Dariusz Kuligowski,0.67,0.72
Andrei Plotniy,0.68,0.5
Wan Gao,0.44,0.79
Laurent Vigne,0.63,0.67
Andrea Aloisi,0.63,0.64
Matej Bocko,0.56,0.9
Matias Saenz,0.54,0.79
Oscar Sabate Bretos,0.51,0.78
Tim Puetz,0.4,0.45
Blake Strode,0.4,0.45
Sheeva Parbhu,0.69,0.77
Maciek Sykut,0.55,0.49
Matthew Roberts,0.48,0.65
Alex Satschko,0.74,0.71
Tsung Hua Yang,0.66,0.61
Jozsef Both,0.86,0.45
Jiri Kosler,0.82,0.81
Daniel Alejandro Lopez Cassaccia,0.76,0.89
Vladimir Ivanov,0.46,0.49
Edgars Manusis,0.73,0.87
Anton Bobytsky,0.75,0.83
Martin Di Mella,0.78,0.71
Nicolas Terrera,0.53,0.73
Francisco Pozzi Romanazzi,0.72,0.76
Edward Allinson,0.71,0.69
Krisjanis Stabins,0.59,0.86
Karlis Lejnieks,0.73,0.66
Pedro Ast,0.44,0.7
Steven Espinoza,0.72,0.42
Leonel Vivas,0.7,0.5
Sylvain Anibie,0.51,0.9
Dilshod Sharifi,0.81,0.47
Marc Sieber,0.84,0.9
Florian Stephan,0.51,0.75
Kiran Nandkumar,0.44,0.91
Tomas Bohunicky,0.7,0.85
Joseph Atas,0.64,0.88
Yannick Weihs,0.61,0.69
Patrick Taubert,0.78,0.85
Guillermo Bujniewicz,0.88,0.65
Guido Pella,0.64,0.42
Martin Rios Benitez,0.4,0.76
Omar Mohamed Laalej,0.7,0.8
Mlapa Tingou Akomlo,0.73,0.46
Gleb Alekseenko,0.81,0.85
Augustine Nwokedi,0.5,0.44
Michal Macko,0.66,0.64
Masashi Yoshikawa,0.62,0.67
Michal Pazicky,0.73,0.42
Tyler Browne,0.43,0.44
Ioan Alexandru Cojanu,0.84,0.65
Andrea Fava,0.66,0.57
Lucian Vespan,0.84,0.85
Gregory Muzil,0.57,0.63
Diego Lasry,0.73,0.46
Santiago Villegas,0.88,0.49
Kittipong Wachiramanowong,0.87,0.77
Peerakiat Siriluethaiwattana,0.87,0.92
Dayne Kelly,0.42,0.88
Miro Hrvatin,0.6,0.47
Jurica Grubisic,0.43,0.41
Jaume Santo Valdivieso,0.55,0.41
Anthony Tuong,0.49,0.71
Calin Paar,0.71,0.67
Marc Andre Stratling,0.79,0.41
Jaak Poldma,0.66,0.43
Ludovic Walter,0.8,0.95
Arsenije Zlatanovic,0.41,0.93
Jan Greve,0.81,0.47
Tim Bastian Johanssen,0.49,0.49
Philip Pakebusch,0.63,0.9
Ionut Mihai Beleleu,0.62,0.68
Renato Pereira,0.84,0.93
Agustin Picco,0.88,0.69
Bastien Lobbrecht,0.53,0.72
Jordan Rux,0.43,0.52
Maximiliano Estevez,0.73,0.88
Eleazar Magallan,0.65,0.85
Jurgen Zopp,0.68,0.59
David Thurner,0.42,0.74
Jacek Szygowski,0.79,0.59
Moacir Santos Filho,0.52,0.66
Antonio Veic,0.57,0.87
Martin Shishkov,0.51,0.63
Christian Ramos,0.87,0.86
Pietro Fanucci,0.48,0.93
Jean Zietsman,0.77,0.63
Steven Moneke,0.52,0.88
Miles Armstrong,0.61,0.57
Brydan Klein,0.9,0.4
Diego Matos,0.45,0.45
Rafael Camilo,0.84,0.81
Alessandro Damiano Ventre,0.87,0.46
Dawid Celt,0.75,0.92
Nicolas Meister,0.4,0.88
Bogdan Buneci,0.81,0.68
Yoran Verschoor,0.84,0.72
Xander Spong,0.89,0.78
Sergio Gutierrez Ferrol,0.82,0.8
Adrien Bossel,0.62,0.67
Dylan Sessagesimi,0.74,0.57
Cyril Spanelis,0.64,0.9
Yannick Thomet,0.58,0.43
Alexandre Lacroix,0.71,0.6
Sebastien Hourcourigaray,0.78,0.77
Dean Jackson,0.72,0.89
Mahmoud Ezz,0.81,0.44
Danilo Zivanovic,0.49,0.76
Mohamed Safwat,0.59,0.67
Matt Simpson,0.56,0.78
Nodar Itonishvili,0.5,0.57
Maxim Geraskin,0.62,0.79
Laurent Silvy,0.87,0.5
Dawid Piatkowski,0.67,0.83
Alexander Blom,0.54,0.81
Thomas Schoeck,0.58,0.92
Bruno Peric,0.71,0.5
Vedran Siljegovic,0.58,0.8
Joel Lindner,0.67,0.58
James Lemke,0.54,0.56
Cledson Carvalho,0.57,0.62
Fabiano De Paula,0.75,0.56
Patricio Alvarado,0.69,0.54
Yoann Villar,0.45,0.82
John Mcgahon,0.89,0.78
Majdi Salim,0.42,0.46
Abraham Gonzalez Jimenez,0.44,0.71
Serinho Wijdenbosch,0.75,0.58
Michel Meijer,0.75,0.93
Daniel Kumlin,0.41,0.63
Julien Burgnard,0.72,0.42
Sahr Timothy Kpulun,0.42,0.58
Gaston Giussani,0.88,0.57
Nicolas Andres Rodriguez,0.75,0.4
Genki Tomita,0.49,0.67
Kensuke Goto,0.48,0.9
Sho Katayama,0.68,0.84
Stefano Rodighiero,0.72,0.78
Nicola Comune,0.82,0.59
Viorel Catalin Ciobanu,0.85,0.53
Yuya Tanaka,0.6,0.59
Artem Isaev,0.82,0.47
Yohei Okuno,0.67,0.45
Nathaniel Schnugg,0.64,0.72
Michael Venus,0.75,0.85
Matthew Illingworth,0.45,0.45
Mathieu Rodrigues,0.53,0.58
Simon Childs,0.81,0.47
Levy Navarro,0.65,0.57
Matteo Trevisan,0.85,0.86
Pablo Conchell,0.44,0.42
Sergio Rojas,0.56,0.76
Anthony Marshall,0.58,0.43
Radames Ries,0.61,0.63
Enrique Gonzalez,0.89,0.66
Miguel Cicenia,0.56,0.62
John Nguyen,0.66,0.75
Greg Jones,0.67,0.94
Lachlan Reed,0.79,0.55
Kirill Sinitsyn,0.66,0.74
Luca Cattani,0.7,0.6
Monte Tucker,0.78,0.95
Cyril Hervieux,0.45,0.92
Daniel Rico Junyent,0.88,0.45
Fernando Romboli,0.82,0.94
Gastao Elias,0.59,0.81
Pedro Sousa,0.76,0.95
Karim Ben Mansour,0.78,0.82
Jeremiah Fuller,0.83,0.47
Guy Kubi,0.49,0.81
Patrick Kuhn,0.75,0.8
Menford Owusu,0.42,0.49
Paris Gemouchidis,0.46,0.81
Paul Warkentin,0.79,0.77
Richard Ruckelshausen,0.81,0.95
Rikus Becker,0.7,0.74
Henrik Soderberg,0.69,0.63
Marc Auradou,0.77,0.92
Freddy Luciani,0.85,0.75
Lofo Ramiaramanana,0.61,0.59
Damian Hume,0.46,0.41
Martin Klizan,0.82,0.82
Mark De Jong,0.57,0.47
Emmanuel Mensah,0.47,0.91
Joaquin Jesus Monteferrario,0.71,0.93
Kevin Botti,0.69,0.53
Ivan Anikanov,0.64,0.46
Piotr Olechowski,0.83,0.73
Rylan Rizza,0.54,0.52
Pablo Pires De Almeida,0.41,0.7
Brad Pomeroy,0.56,0.63
Andre Pinheiro,0.4,0.84
Attila Balazs,0.67,0.95
Alejandro Moreno Figueroa,0.59,0.65
Troy Smith,0.81,0.78
Ikaika Jobe,0.8,0.59
Ryan Preston,0.62,0.87
Tyler Hochwalt,0.51,0.42
Agustin Boje Ordonez,0.61,0.67
Leandro Savelli,0.72,0.5
Mario Zavala,0.5,0.5
Andre Stabile,0.79,0.69
Victor Kozin,0.57,0.57
Martin Andres Gamarci,0.87,0.65
Ariel Behar,0.66,0.57
Francisco Olivares,0.82,0.65
Danilo Ferraz,0.71,0.56
Tomer Hodorov,0.68,0.84
Roman Petrunin,0.74,0.71
Caio Burjaili,0.81,0.49
Ruben Bemelmans,0.72,0.4
Victor Carvalho Melo,0.8,0.41
Gonzalo Tur,0.5,0.63
Martin Montalbetti,0.54,0.57
Dariel Leon,0.51,0.54
Helio Sileman,0.8,0.74
Gael Gaetjens,0.44,0.85
Rasid Winklaar,0.8,0.43
Marius Copil,0.59,0.46
Alain Ntamag,0.44,0.6
Philipp Jelinek,0.61,0.64
Abel Hernandez Aguila,0.55,0.62
Justin Diao Natale,0.7,0.75
Juan Carlos Ramirez,0.64,0.45
Jose Hernandez,0.55,0.67
Goran Rozic,0.83,0.85
Boris Obama,0.6,0.91
Justin Oneal,0.64,0.71
Jordi Samper Montana,0.82,0.48
Vasek Pospisil,0.44,0.8
Milos Raonic,0.59,0.84
Marek Czerwinski,0.6,0.51
Simon Cauvard,0.65,0.77
Younes Rachidi,0.45,0.91
Florian Reynet,0.45,0.8
Thomas Fabbiano,0.61,0.63
Roberto Rodriguez Alonso,0.42,0.64
Inigo Cervantes Huegun,0.53,0.44
Gerard Granollers,0.5,0.69
Antonio Sancic,0.64,0.84
Jagdev Sagoo,0.41,0.94
Antoine Hamard,0.74,0.62
Ivan Zovko,0.83,0.64
Tibor Simic,0.75,0.43
Tomohiro Shinokawa,0.81,0.83
John Peers,0.72,0.79
John Millman,0.65,0.62
John Warner,0.51,0.79
Frederick Sletting Johnsen,0.54,0.74
Otto Sauer,0.56,0.82
Rohan Weideman,0.42,0.57
Alexander Somogyi,0.86,0.76
Nick Van Rosberg,0.85,0.74
Benito Jose Suriano,0.45,0.45
Stephane Piro,0.68,0.55
Ryota Hisamatsu,0.63,0.87
Junn Mitsuhashi,0.74,0.49
Christopher Brown,0.7,0.61
Alen Bisevac,0.46,0.52
Fumiaki Kita,0.73,0.48
Facundo Bagnis,0.7,0.48
Luka Belic,0.67,0.59
Clint Bowles,0.6,0.84
Danila Arsenov,0.88,0.93
Juan Guillermo Florez,0.82,0.71
Ivan Nedelko,0.69,0.75
Nikos Spyrou,0.4,0.83
Roman Jebavy,0.62,0.76
Nikos Serkedakis,0.75,0.87
David Rice,0.46,0.89
Graeme Dyce,0.6,0.75
Joao Sousa,0.5,0.69
Emilio Rodriguez,0.57,0.62
Reid Carleton,0.41,0.65
Philip Barlow,0.46,0.59
Markus Eriksson,0.63,0.63
Vlademyros Mavropoulos Stoliarenko,0.85,0.89
Maxim Filippov,0.65,0.93
Yury Shirshov,0.63,0.6
Federico Delbonis,0.79,0.52
Mehdi Bouabbane,0.53,0.44
Marco Sattanino,0.45,0.86
Ryan Recht,0.5,0.88
Victor Gonzalez,0.8,0.65
Derek Schwandt,0.74,0.7
Brian Battistone,0.45,0.81
Artem Petushkov,0.73,0.61
Djanibek Orazoliev,0.87,0.51
Sergiy Myropolsky,0.42,0.46
Vladimir Uzhylovsky,0.71,0.53
Miloslav Mecir Jr,0.59,0.75
Marco Valletta,0.65,0.59
Nicola Ghedin,0.66,0.88
Vittorio Rubino,0.79,0.45
Julian Kurz,0.68,0.63
Soren Goritzka,0.7,0.54
Sebastian Rivera,0.57,0.89
Manuel Sanchez,0.46,0.84
Isaac Frost,0.74,0.94
Leon Frost,0.4,0.47
Andriej Kapas,0.56,0.83
Marcin Gawron,0.51,0.47
Dzmitry Zhyrmont,0.59,0.49
Stanislav Zhuravski,0.56,0.42
Aleksey Bessonov,0.75,0.66
Hui Zhang,0.53,0.47
Predrag Nedeljkovic,0.68,0.59
Darius Urbanski,0.63,0.55
Amador Romero Torres,0.8,0.94
Antonio Martin Velez,0.61,0.76
Costin Paval,0.83,0.63
Valentin Dimov,0.4,0.88
Nicolas Reissig,0.7,0.44
Paolo Naldi,0.4,0.58
Giorgio Portaluri,0.76,0.68
Franco Tamagnone,0.52,0.43
Ales Svigelj,0.59,0.48
Rok Ursic,0.59,0.89
Navid Johannigmann,0.82,0.5
Javier Padilla,0.45,0.91
Sornsakol Supakit,0.73,0.45
Pongsiri Niroj,0.89,0.89
Jonathan Kinsella,0.41,0.65
Rumen Gospodinov,0.88,0.72
Sinisa Markovic,0.41,0.55
Artem Baradach,0.82,0.55
Patrick Prader,0.88,0.67
Alexander Bury,0.9,0.6
Alexander Smolyakov,0.63,0.44
Vitali Reshetnikov,0.83,0.59
Pongphun Chimdee,0.46,0.54
Palanupap Puranawit,0.61,0.87
Stephan Fransen,0.55,0.86
David Costa Soria,0.6,0.48
Alessandro Torrisi,0.75,0.8
Laurent Montoisy,0.44,0.65
Santiago Penades Sanz,0.9,0.88
Ilija Martinoski,0.72,0.55
Giacomo Pirozzi,0.84,0.45
Arata Onozawa,0.81,0.84
Sho Aida,0.78,0.88
Rasmus Moller,0.42,0.86
Gursharan Singh,0.66,0.58
Antonio Comporto,0.56,0.42
Thomas Schoorel,0.46,0.48
Daniel Evans,0.57,0.91
Ken Skupski,0.72,0.6
Daniel Smethurst,0.52,0.88
Max Jones,0.62,0.94
Eoin Heavey,0.6,0.62
Gregory Howe,0.43,0.83
Miguel Muguruza,0.71,0.49
Alexey Iremashvili,0.71,0.61
Patrik Rosenholm,0.88,0.79
Robin Fahgen,0.55,0.51
Philip Riise Hansen,0.61,0.58
Andrei Levine,0.6,0.71
Anil Yuksel,0.86,0.78
Harrison Keyser,0.6,0.6
Fabien Robert,0.62,0.61
Moritz Baumann,0.53,0.46
Nikola Cacic,0.4,0.94
Alin Ionut Enescu,0.46,0.74
Ryan Rowe,0.75,0.69
Luca Stoppini,0.74,0.52
James Mcgee,0.56,0.67
Nicolas Grammare,0.64,0.65
Nassim Slilam,0.55,0.54
Rhyne Williams,0.77,0.65
Phillip Regnat,0.82,0.51
Riccardo Marcon,0.85,0.79
Jhonathan Medina Alvarez,0.49,0.9
Eduardo Struvay,0.75,0.4
Dragos Cristian Mirtea,0.88,0.71
Andre Begemann,0.73,0.8
Joshua Milton,0.58,0.9
Lubomir Majsajdr,0.72,0.6
Gregoire Burquier,0.74,0.9
Benoit Paire,0.6,0.85
Jean Yves Aubone,0.45,0.69
Dimitris Kleftakos,0.7,0.54
Harutyun Sofyan,0.8,0.76
Radu Albot,0.9,0.54
Ivo Mijic,0.51,0.59
James Weinacker,0.75,0.66
Nicola Remedi,0.41,0.67
Ryan Thacher,0.88,0.5
Akash Wagh,0.41,0.78
Andrei George Daraban,0.58,0.95
Marco Bella,0.44,0.53
Rodrigo Grilli,0.71,0.7
Ajai Selvaraj,0.57,0.65
Vignesh Peranamallur,0.77,0.57
Siddharth Alapati,0.64,0.63
Vijayant Malik,0.61,0.8
Matt Brewer,0.57,0.63
Aboubacar Sigue,0.44,0.68
Cheikh Salif Kante,0.5,0.66
Eduardo Matesanz Aragones,0.72,0.71
Jonathan Tragardh,0.65,0.56
Joe Epkey,0.44,0.68
Justin Kronauge,0.67,0.47
Stanislav Ichkov,0.43,0.81
Juan Manuel Romanazzi,0.66,0.46
Danny Bryan,0.88,0.83
Bastian Trinker,0.55,0.85
Catalin Gard,0.76,0.41
Ashwin Vijayragavan,0.77,0.86
Tzu Yang Lin,0.6,0.76
Min Hyoek Cho,0.7,0.45
Yuki Bhambri,0.64,0.95
Alex Bartlett,0.54,0.74
Guillermo Duran,0.78,0.62
Maniel Bains,0.75,0.89
Marcelo Palacios Siegenthale,0.85,0.42
Roel Oostdam,0.71,0.79
Mikk Irdoja,0.59,0.48
Cristobal Saavedra Corvalan,0.76,0.7
Kyle Brassington,0.71,0.45
Torsten Wietoska,0.71,0.77
Yannick Maden,0.82,0.66
George Chantouria,0.86,0.4
George Khrikadze,0.49,0.44
Conor Pollock,0.56,0.79
Adrian Belei,0.73,0.62
Boris Premovic,0.68,0.77
Mario Tupy,0.73,0.61
Martin Durdik,0.62,0.6
Andoni Vivanco Guzman,0.61,0.87
Rohan Gide,0.46,0.87
Sunday Emmanuel,0.71,0.91
Il Hae Kim,0.49,0.85
Lei Gao,0.74,0.47
Matthew Hogan,0.88,0.44
Andre Timme,0.53,0.43
Tinotenda Chanakira,0.47,0.94
Albert Arthur,0.41,0.68
George Barth,0.59,0.46
Herman Fomete Zambou,0.51,0.7
Walter Treu,0.65,0.79
Cristhian Ignacio Benedetti,0.66,0.45
David Kuczer,0.57,0.59
Marek Mrozek,0.77,0.5
Jerzy Janowicz,0.85,0.94
Luis David Martinez,0.51,0.58
Laurynas Grigelis,0.82,0.78
Stefano Valenti,0.47,0.91
Luis Ramos,0.51,0.87
Vladimir Karusevich,0.68,0.62
Dusan Lajovic,0.55,0.57
Evgeny Donskoy,0.42,0.85
Andrea Volpini,0.55,0.51
Ivan Djurdjevic,0.85,0.79
Riccardo Rondinelli,0.49,0.86
Mariano Benedicti,0.78,0.87
Andrea Collarini,0.76,0.4
Tin Prpic,0.45,0.67
Mario Jakovljevic,0.56,0.6
Ze Zhang,0.49,0.94
Mike Steinherr,0.41,0.7
Hsien Yin Peng,0.49,0.64
Roy Kalmanovich,0.5,0.53
Andrzej Mach,0.48,0.87
Jake Mak,0.45,0.58
Leander Van Der Vaart,0.66,0.85
David Souto,0.56,0.89
Mlandeli Ndlela,0.85,0.43
