player,age,height
Joao Wiesinger,37,194
Konstantinos Mikos,24,189
Charalampos Kapogiannis,23,182
Richard Waite,32,173
Alex Bothe,21,173
Tristan Farron Mahon,32,176
Jan Blecha,30,190
Jakub Praibis,23,181
Soong Jae Cho,34,171
Juan Pablo Barriga,23,185
Alexander Ward,28,176
Sekou Bangoura,26,188
Vlad Cirla,25,180
Leandro Ribeiro,25,170
Thiago Gomes De Almeida Pfrimer,34,178
Agustin Velotti,34,174
Michal Franek,28,195
Germain Gigounon,23,186
Saad Benkirane,37,196
Reda Karakhi,37,170
Facundo Arguello,24,186
Roman Tudoreanu,30,181
Hayan Maarouf,24,194
Piotr Zielinski,23,182
Gabriel Dias,31,193
Martin Rmus,21,180
Aleksandar Markov,32,182
Julien Dubail,29,182
Adrian Vodislav,28,175
Catalin Petre Nedelescu,29,195
Christoph Hodl,26,191
Marco Dierckx,23,175
Vedran Begovic,29,189
Jan Satral,22,190
Borut Puc,21,179
Dmitri Perevoshchikov,29,188
Denis Milchenko,21,172
Igor Bujdo,21,195
Tomasz Kryzszkowski,36,176
Cristian Rodriguez,35,174
Jeremy Jahn,35,177
Tiago Slonik,33,174
Andre Baran,26,181
Oriol Hernandez Pastor,30,173
Stanislav Vovk,20,199
Patrick Telawetz,30,188
Marko Sabolcki,23,197
Aljaz Bedene,26,187
Jan Tavcar,34,172
Gregor Repina,37,176
Oleksiy Zhornyak,31,177
Tommi Laine,36,184
Christoffer Konigsfeldt,20,190
Tim Van Terheijden,30,196
Joao Fernandes,20,186
Lucas Santana,34,188
Stefan Dmitrovic,29,173
Michal Wlodarczyk,26,185
Mehdi Jdi,21,195
Christoph Radecke,29,182
Bjorn Propst,23,198
Tim Verlin,31,181
Omar Erramy,30,173
Tommy Garrison,27,181
Federico Raffaelli,37,186
Cedrik Marcel Stebe,30,195
Jose Pereira,30,178
Burnham Arlidge,32,181
Anton Stryhas,22,195
Lucas Victolo Pereira,31,184
Maxim Levanovich,22,189
Christian Bergh,29,171
Vlad Stefan,36,198
Denis Kudla,21,178
Marko Djokovic,36,183
Mario Dierckx,35,173
Tennys Sandgren,21,173
Lazare Kukhalashvili,25,196
Shunrou Takeshima,29,175
Ivan Milivojevic,29,193
Marco Speronello,27,174
Nils Langer,20,197
Gabriel Wanderley,32,193
Nicholas John Andrews,28,186
Jonathan David,29,182
Yannick Vandenbulcke,34,189
Dorian Descloix,24,186
Rodrigo Gomez Saigos,35,188
Marco Trungelliti,32,196
Gerald Melzer,37,192
Lukas Jastraunig,30,170
Kevin Konfederak,28,190
Jeff Dadamo,35,186
Matthew Allare,21,191
Yuuya Kibi,21,194
Charles Costa,31,172
Lucas Lopasso,27,196
Idio Escobar,28,196
Llaurentiu Ady Gavrila,31,183
Daniel Sotomarino,28,181
Juan Pedro Torres,29,184
Rafael Mazon Hernandez,21,175
Sergio Galdos,35,189
Juan Vazquez Valenzuela,26,191
Bruno Luciano Mazziotti,21,171
Stefan Hardy,20,173
Rynat Khusainov,23,182
Oskars Vaskis,21,182
Demetre Taktakishvili,33,192
Alexander Bokov,21,196
Ashley Watling,34,191
Marton Fucsovics,31,194
Santos Sanchez Patino,24,196
Angel Torres,26,192
Facundo Garade,29,186
Alexey Golovachev,33,175
Daniele Piludu,33,180
Patrick Pradella,24,188
Evthimios Karaliolios,37,185
Sergio Monges,33,177
Marius Adrian Cirstea,21,198
Razvan Andrei Cojocaru,31,170
Dario Acosta,25,179
Dino Salopek,23,171
Joao Oliveira,32,188
Hovhannes Davtyan,23,183
Beka Buchukuri,33,172
Cory Parr,35,192
Claudio Romano,23,198
Antonio Arce,20,193
Nikolaus Moser,32,178
Jesus Bandres,23,192
Zachary Van Min,37,177
Seung Jae Lee,25,180
Matheson Klein,22,184
Dong Kyu Lee,32,175
Ayrton Wibowo,35,171
Andrey Kuznetsov,24,170
Jacopo Marchegiani,23,172
Anders Lindstrom,27,194
Souleymane Ouedraogo,33,198
Carlos Garcia Villanueva,26,192
Dmitry Sventitsky,33,187
Joshua Zavala,25,183
Ricardo Urzua Rivera,31,186
Ben Pritchard,35,171
Carlos Oliveira,36,188
Matheus Pereira,32,199
Abhaya Prakash,33,191
Woo Ram Kim,26,197
Shahin Khaledan,33,178
Stepan Khotulev,34,177
Pavel Filin,31,179
Andre Vidaller,36,178
Riccardo Azzarita,28,196
David Goffin,34,196
Chris Harfield,31,177
Mamadou Diallo,21,176
Nikola Bubnic,24,191
Ivan Galic,32,193
Rares Cuzdriorean,27,175
Renato Chavez,33,171
Diego Acosta,34,198
Francisco Carbajal,30,178
Marko Lenz,20,178
Bumpei Sato,22,188
Vladzimir Kruk,36,178
Andrei Vasilevski,33,171
Igor Rud,27,197
Mikhail Balmashev,32,199
Prajnesh Gunneswaran,22,188
Vitor Manzini,24,185
Ilya Lebedev,28,199
Henri Laaksonen,25,191
Marwan Gaber,21,183
Wolfgang Wenus,32,189
Roy Bruggeling,24,193
Justin Eleveld,27,170
Remigio Burzio,20,182
Paolo Beninca,31,191
Tsvetan Petrov,30,171
Korneel Sanders,26,191
Alexis Klegou,34,183
Serafim Grozev,30,170
Emilio Gomez,35,184
Daniel Pfeiffer,22,187
Ciprian Alexandru Porumb,33,178
Andrei Savulescu,22,191
Blaz Rola,20,177
Max Krammer,34,176
David Sodek,20,178
Jarryd Maher,36,178
Stefan Bojic,21,180
Marko Danis,25,173
Daniel Geib,27,176
Piotr Dzikiewicz,35,190
Andre Straka,20,176
Mohamed Moussa,22,173
Ramy Kamal Aita,22,181
Richard Muzaev,24,195
Alexander Stakheev,31,196
Mikhail Karpol,31,196
Ashot Khacharyan,32,186
Araik Arutunyan,28,189
Mario Eckardt,26,198
Christopher Racz,23,195
Ignacio Lehyt,25,172
Dominik Pfeiffer,32,178
Erik Crepaldi,30,174
Lorenzo Giustino,32,189
Javier Marti,32,185
Marko Baralic,34,177
Philip Lang,32,190
Alexandre Folie,30,185
Romain Bocaert,27,188
Maciej Lorenz,27,185
Francesco Vilardo,29,187
Stefano Travaglia,35,184
Lorenzo Cannella,30,193
Fabio Tenneriello,32,197
Rodolfo Bustamante,28,187
Augusto Laranja,35,183
Andrei Gratian Onciu,26,193
Igor Panin,31,185
Prach Mahathavorn,34,174
Roman Kislyanskiy,33,177
Romain Sichez,30,185
Hassan Bassel,29,190
Luca Roshardt,30,170
Sergei Pershin,25,197
Guido Andreozzi,21,198
Silvio Dadic,30,180
Toni Androic,25,199
I Ta Chen,33,180
Karunuday Singh,25,171
Abhijeet Tiwari,36,199
Simone Muresu,29,191
Ronak Manuja,20,188
Nikunj Siwach,22,193
Benjamin Recknagel,27,174
Alexander Farquharson,27,172
Valentin Mihai,34,197
Daniel Andrus,26,195
Chris Kearney,30,192
Ilia Starkov,26,199
Hyung Chan Lim,23,177
Hiroki Moriya,31,173
Yuki Matsuo,25,198
Matias Castro,33,182
Victor Nunez,31,196
Mark Mccook,30,194
Dinko Halachev,24,191
Mauro Ferrer,33,183
Luca Schena,35,170
Issa Cuma,32,174
Duncan Mugabe,23,190
Andrew Mawire,30,176
Issa Karorero,36,192
Gregory Chambaz,26,175
Hendrik Coertzen,33,184
Neil Pauffley,30,184
Nikoloz Basilashvili,28,177
Andreas Siljestrom,32,171
Carlos Eduardo Severino,37,183
Jeffrey Mira Svensson,30,198
Maverick Banes,34,185
James Obrien,20,198
Aleksander Vasin,23,192
Koki Matsunaga,33,179
Takuto Niki,33,184
Georgy Kurochkin,22,192
Olivier Nkunda,36,173
Antoine Feret,22,181
Julien Obry,35,179
Mauricio Alvarez Guzman,33,171
Florent Walter,32,173
Matthieu Roy,34,189
Jared Drucker,33,197
Javier Herrera Eguiluz,25,197
Jose Carlos Gutierrez Pliego,29,175
Jonathan Greczula,34,183
Juan Carlo Acuna Gerard,25,192
Aaron Dujovne,29,172
Cory Phillips,26,184
Christopher Diaz Figueroa,36,195
Erick Reyes,37,170
Tomislav Brkic,36,188
Juan Rodriguez,28,194
Walter Valarezo,29,170
Victor Maynard,29,182
Patrik Brydolf,26,177
Jonas Pontus Norberg,35,187
Leon Ojalvo,37,191
Krishik Divakar,25,172
Devin Britton,20,192
Ya Nan Ma,20,187
Alejandro Vargas,31,189
Rafael Martinez,21,195
Julian Mora,23,178
Jorge Varon,36,175
Patricio Heras,23,189
Juan Javier Estenssoro,30,171
Andrew Lauret,23,195
Roberto Eduardo Ramirez,20,199
Mirza Basic,26,194
Emiliano Garcia Blanksman,37,173
Mario Arce,28,194
Alessandro Colella,22,199
Federico Gaio,27,187
Ralph Regus,23,176
Marko Krickovic,37,196
Xavier Morera Balcells,30,180
Robert Khoury,33,174
Mauricio Astorga,37,177
Luis Diaz Barriga,35,180
Goncalo Falcao,22,199
El Mehdi Wasfy,34,193
Juan Enrique Crosa,23,199
Rafael Coutinho,24,199
Stefano Licata,36,189
Daniel Omana,26,198
Carlos Arboleda Garcia,35,189
Cristian Alvarez,33,184
David Veliz Lepe,35,193
Victor Morales,26,172
David Uquillas,28,176
Alessandro Giannessi,23,193
Yannick Hanfmann,30,177
Christian Lindell,21,180
Alberto Torchia,31,179
Dane Propoggia,31,189
Gilad Berman,23,178
Hiromasa Oku,37,184
Yutaro Masuo,26,195
Ahmed Moumni,20,189
Ricardo Rodriguez,32,193
Viju George Jr,25,191
Sang Gyun Kim,25,174
Matt Reid,31,184
Guilherme Clezar,27,173
Dino Marcan,24,174
Matthias Kolbe,37,198
Gleb Sakharov,24,184
Mbonisi Ndimande,29,196
Nicolaas Scholtz,20,186
Grant Ive,29,192
Philippe Oudshoorn,24,177
Takanyi Garanganga,31,197
Luiz Guilherme Deneka,26,194
Eduardo Dischinger,28,198
Alvaro Nazal,31,188
Baptiste Maitre,20,178
Tony Rajaobelina,30,179
Vikram Reddy B,34,174
Shaun Leisher,21,179
Fabricio Neis,26,191
Jordan Cox,31,170
Brett Joelson,37,194
Johannes Robert Van Overbeek,22,194
Juan Pablo Ortiz,26,191
James Marsalek,30,193
Juan Beaus Barquin,37,173
Hendrik Bode,31,190
Steffen Zornosa,25,174
Rodrigo Rappaccioli,24,192
Mark Verryth,20,176
Liang Chi Huang,31,192
Sudanwa Sitaram,30,174
Barry King,23,189
Alexander Pfann,37,177
Mathieu Goven,23,186
Paul Bishop,36,170
James Duckworth,21,191
Jonathon Cooper,21,187
Roberto Barraquero,31,181
Krishananth Balakrishnan,25,172
Jose Luis Desena,29,189
Bruno Bolkmann,35,183
Francisco Chaves,33,185
Marc Giner,26,187
Jorge Montero,36,179
Charles Antoine Brezac,28,192
Andres Herrera,32,184
Pablo Carreno Busta,24,179
Marvin Barker,24,170
Marin Draganja,29,188
Denis Yevseyev,29,171
Mikhail Biryukov,26,182
Vincent Stouff,34,194
Francis Casey Alcantara,26,185
Diego Galeano,34,177
Dovydas Sakinis,22,172
Raphael Lustenberger,29,190
Yusuke Watanuki,34,188
Kazuya Tamura,22,183
Andrea Stucchi,25,180
Niall Angus,31,198
Josip Mesin,34,181
Vladimir Zinyakov,25,180
Tuna Altuna,32,197
Suk Young Jeong,22,180
Benjamin Mitchell,27,191
Vasco Pascoal,27,190
Rodrigo Carvalho,34,196
Tomislav Jotovski,23,187
Andros Gallego Arostegui,22,199
Juan Lizariturry,32,179
Ashwin Kumar,27,185
Allen Belobrajdic,35,177
Shinta Fujii,32,175
Matias Omar Tello,22,199
Raymond Sarmiento,35,188
Jair Assuncao,28,182
Jack Carpenter,33,184
Richard Gabb,32,182
Martin Cuevas,26,170
Carlos Boluda Purkiss,34,190
Oliver Golding,26,197
Ben Davis,25,196
Ashley Hewitt,21,171
Mikolaj Szmyrgala,28,182
Sebastian Serrano,36,171
Francesc Montanes Roca,24,194
Javier Valenzuela Gonzalez,31,180
Dimitar Kuzmanov,20,182
Alberto Rodriguez Cervantes,29,179
Ante Bilic,30,192
Norbert Gombos,35,191
Mattia Barducci,33,184
Jp Ritchie,27,198
German Sanchez Delfin,36,170
Oliver Andrzejczuk,37,183
Rafal Gozdur,31,179
Franco Agamenone,36,187
Felipe Ribeiro Frattini,33,180
Taavo Roos,35,176
Ismael Rodriguez Ramo,33,184
Hubert Gasiorek,28,172
Piotr Gadomski,23,171
Hichem Ben Bakhma,30,191
Rok Bonin,25,177
Shu Saito,34,177
Wessim Derbel,24,180
George Morgan,30,185
Liam Broady,37,171
Jesse Kiuru,32,191
Fredrik Ask,30,197
Mohcine Roudami,33,174
Adrian Forberg Skogeng,37,176
David Nord,34,189
Wesley Koolhof,28,197
Gianni Mina,27,182
Morgan Mannarino,20,171
Jan Lennard Struff,23,195
Rodrigo Albano,33,172
Bradley Cox,21,178
Dean Obrien,35,179
Joss Espasandin,22,193
Sean Berman,27,182
Matthias Wolf,25,194
Matthew Leahy,35,190
Teri Groll,35,182
Jun Ito,26,174
Alexis Musialek,32,192
Federico Zeballos,32,176
Jesper Brunstrom,24,186
Caio Silva,37,197
Mischa Nowicki,34,184
Cosmin Georgescu,37,199
Bradley Klahn,21,174
Matthew Asciak,29,193
Adam Jaya,32,176
Andraz Bedene,37,196
Tristan Samuel Weissborn,34,171
Marin Franjicevic,31,199
Matthew Kandath,34,193
Manolis Glezos,32,187
Adnan Al Mahmoud,37,179
James Chaudry,34,170
Fariz Mohammed,30,196
Tal Eros,22,196
Roberto Marcora,26,183
Razlan Rawi,33,196
Cheuk Wai Hui,33,188
Julen Uriguen,32,185
Jose Benitez,31,188
George Tsivadze,28,175
Khachatur Khachatryan,20,181
Jake Eames,30,172
Robert Makzoume,37,176
Artem Ilyushin,31,193
Nikolai Fidirko,20,172
Franjo Raspudic,36,194
Christopher Schuhmann,24,186
Matteo Mauri,22,184
Hwan Yong Choi,21,188
Joo Hyo Park,22,197
Jae Won Choi,27,188
Matteo Civarolo,35,192
Giammarco Micolani,25,180
Dennis Nevolo,32,196
Jeff Dawson,35,190
Michal Schmid,35,189
Adrien Puget,22,171
Antonio Lupieri,32,176
Lorenz Ilg,33,188
Sozar Gokadze,27,176
Emanuele Molina,31,179
Bruno Schick,27,181
Marvin Netuschil,28,192
Jan Bergmann,20,196
Nicolas Bruns,25,187
Francesco Picco,30,192
Francesco Garzelli,30,175
Tiago Fernandes,32,195
Alejandro Garcia Ferrero,30,189
Goncalo Pereira,37,196
Mark Vervoort,34,190
Zalan Klempa,20,197
Alex Theiler,26,177
Eric Quigley,32,174
Karim Mohamed Maamoun,31,172
Nebojsa Peric,37,171
Roberto Quiroz,34,191
Peter Aarts,27,175
Yannik Reuter,29,176
Arthur De Greef,26,177
Sebastian Lopez,37,173
Karue Sell,35,181
Federico Clara Figueroa,25,193
Valentin Florez,28,181
Kevin Krawietz,32,186
Daniel Glancy,27,191
Corrado Pricone,35,191
Bowen Ouyang,32,188
Felipe Mantilla,32,178
Marcin Domaszewicz,36,181
Alexander Thams,24,197
Zeyad Montasser,36,190
Duilio Beretta,28,186
Riccardo Bellotti,21,192
Jakob Sude,37,179
Nemanja Kontic,28,199
Sergey Strelkov,25,188
Warut Korkiatthaworn,30,195
Roberto Ortega Olmedo,25,195
Claudio Fortuna,25,180
Ettore Capello,32,189
Radim Urbanek,30,191
Egor Kovalev,33,193
Richard Hampel,21,182
Sami Reinwein,27,173
Jan Hradsky,22,184
Tobias Hinzmann,22,181
Bart Brons,20,194
Gaetan De Lovinfosse,37,193
Roman Martin,36,195
Juan Carlos Saez,32,179
Arjan Pastoors,22,191
Oliver Evans,20,176
Alessandro Bega,23,193
Tugay Koylu,32,171
Clint Thomson,36,190
Lukas Vojtechovsky,30,198
Damir Dzumhur,21,176
Mate Pavic,35,177
Joao Pedro Sorgi,21,190
Pedro Scocuglia,35,188
Bart Van Monsjou,28,175
Luis Ignacio Morales,20,190
Alexander Zhurbin,29,177
Ilia Shatskiy,20,194
Nathan Rosenfeld,21,194
Wilson Leite,35,197
Julian Busch,31,197
Himananshu Mali,27,191
Alejandro Mendoza,37,189
Ruan Roelofse,21,173
Andrew Bettles,32,194
Andre Mordhorst,25,189
Ille Van Engelen,25,193
Boris Nicola Bakalov,28,178
Mehdi Bouras,35,174
Aaron Yovan,30,198
Manuel Mazzella,26,175
Francisco Dias,29,188
Jonathan Brooklyn,29,181
Adam Novak,37,174
Luke Saville,28,174
Diego Schwartzman,34,199
Marlon Oliveira,23,187
Barkin Yalcinkale,27,195
Nicolas Rosenzweig,28,175
Caio Gomes,32,178
Tudor Dumitrescu,28,180
Beka Komakhidze,23,192
Daniel Berta,36,183
Allen Perel,35,193
Josue Candelas,34,171
Enrique Lopez Perez,22,196
Martin Trueva,24,198
Marco Bortolotti,24,183
Emilien Firmin,34,194
Danjil Braun,37,188
Alec Witmeur,34,179
Christopher Marquis,21,174
Jannis Kahlke,32,199
Juan Manuel Arganaras,23,192
Renzo Olivo,29,173
Enej Bonin,32,176
Nathan Byrnes,29,193
Alejo Prado,28,182
Andres Kurdyla,27,179
Roberto Lau,22,199
Renato Terra,35,179
Lucas Oliveira,33,173
Edberg Espinoza Guerrero,28,185
Ethan Farbman,30,184
Alexandre Schnitman,22,190
Tom Kocevar Desman,24,180
George Von Massow,29,188
Davide Melchiorre,32,190
Dmitri Marfinsky,23,193
Albano Olivetti,32,172
Tak Khunn Wang,31,184
Jack Sock,24,185
Yuya Tomisaki,29,183
Erick Bermudez,28,198
Yasutaka Uchiyama,26,174
Juan Fernandez,21,195
Renato Assad,26,186
Filipe Brandao,27,187
Nat Maraga,26,188
Facundo Mena,33,170
Federico Coria,24,198
Rainier Nagel,37,196
Ken Onoda,31,197
Bolaji Olawepo,36,196
Kirill Dmitriev,32,194
Adirek Kundarnpinitvon,21,178
Maciej Rajski,32,190
Florin Dimitrie Sorodoc,26,183
Kacper Mularczyk,29,189
Sebastian Chylinski,25,190
Bruno Semenzato,22,189
Javier Munoz,22,197
Leonel Videla,37,190
Stefan Borg,30,192
Stanislav Poplavskyy,24,180
Erik Moberg,34,193
Jean Andersen,35,171
Celestin Nkoueleue,28,189
Manfred Jeske,23,193
Petri Janse Van Rensburg,34,192
Marc Garcia Roman,31,194
Thanh Trung Hoang,22,174
Trevor Dobson,33,191
Lukas Weinhandl,36,196
Adrian Marin Dancescu,25,193
Gerard Gallego Bertran,23,184
Marcel Thiemann,26,181
Gabriel Alejandro Hidalgo,36,183
Federico Valsangiacomo,35,180
Jonathan Gomez,34,190
Gonzalo Bravo Pavez,27,199
Shahand Esmaeili,27,178
Nicolas Gustavo Kauer,37,189
Matias Bekerman,35,177
Franco Scaravilli,29,181
Facundo Lugones,36,199
Junior Ore,32,172
Mathieu Fortin Thibaudeau,32,190
Alejandro Gomez Gb42,26,184
Christian Guevara,29,177
Simon Ede,21,195
Robert Rumler,23,197
Mo Niaki,25,176
Luca Pippi,37,186
Sebastian Lavie,25,181
Scott Robertson,36,189
Pablo Cerutti,33,187
Kiril Tcherveniachki,30,187
Maximilian Neuchrist,21,198
Alex Blumenberg,22,184
Mauricio Antun,30,192
Josh Nelson,25,197
Rodrigo Sanchez,33,197
Sandro Ehrat,35,172
Moises Cardenas,26,188
Martin Prikryl,27,184
Augusto Meirelles,35,185
Bruno Santanna,26,191
Jaume Martinez Vich,28,191
Logan Mackenzie,32,186
Alexios Halebian,20,170
Leo Rosenberg,27,180
Oystein Steiro,23,175
Michael Alford,22,192
Nicolas Kicker,22,178
Matthew Barton,32,189
Edward Louies Oueilhe,27,185
Daniel Dossetor,26,199
Chris Priddle,20,195
Daniel Kosakowski,35,175
Panav Jha,25,181
Alvaro Cajigal,26,188
Otakar Lucak,31,182
Juan Samuel Arauzo Martinez,28,182
David Agung Susanto,30,196
Nicolas Salama,29,173
Siu Fai Kelvin Lam,20,178
Pierre Hugues Herbert,37,183
Luca Margaroli,23,183
Arnau Dachs,24,186
Hiroyasu Ehara,28,174
Shuichi Sekiguchi,36,196
Thibault Venturino,22,192
Michael Grant Gd13,35,188
Matthew Short,24,171
Soma Kesthely,35,182
Ramon Gonzalez,22,180
Ivan Kosec,34,171
Jiri Vesely,22,170
Kaza Vinayak Sharma,33,190
Matthieu Vierin,35,198
Kishi Watanabe,36,172
Mehdi Benhammou,37,196
Yugo Inoue,37,181
Jea Moon Lee,33,176
Chuan Jiang,37,170
John Valenti,34,178
Romain Arneodo,34,199
Thomas Paire,25,187
Andreas Neykov,34,193
Nicolas Barrientos,37,195
Marcel Goodman,23,189
Jason Kubler,27,175
Julian Lenz,34,178
Mitchell Frank,22,192
Bjorn Fratangelo,34,177
Jordi Vives,32,192
Ridley H Seguso,28,187
Bojan Temunovic,21,194
Andrew Mcleod,27,184
Christian Welte,36,170
Jose Gerardo Meza,32,183
Jean Marc Werner,20,187
Joseph Cadogan,21,188
Jeremy Efferding,34,188
Anton Bettink,31,199
Bruno Alvarez,33,179
Oriol Roca Batalla,21,189
Tomas Buchhass,37,190
Gabriel Pimentel,26,175
Alex J Trillini,25,186
Renier Moolman,33,183
Gabriel Vicentini Pereira,27,182
Vasile Alexandru Ghilea,21,177
Ricardo Ojeda Lara,36,191
Hernus Pieters,24,179
Thiago Augusto Bitencourt Pinheiro,33,178
Sebastian Padure,22,174
Dragos Constantin Ignat,24,192
Gustavo Guerses,35,196
Rodrigo Alvarez,37,173
Tucker Vorster,36,175
Jae Bin Jeon,30,175
Dan Chuntraruk,36,182
Bei Liu,35,173
Francesco Borgo,21,191
Jaime Pulgar Garcia,23,177
Ricardo Rodeiro Stetson,26,196
Juan Jose Leal Gomez,21,174
Yang Lu,25,171
Kiryl Harbatsiuk,36,178
Salvador Rodriguez Mayoralas,26,180
Tigre Hank,24,189
Jan Kuncik,24,189
Slim Hamza,35,180
Lewis Burton,28,176
Alban Meuffels,24,195
Sebastian Fanselow,27,183
Riccardo Maiga,28,195
Florian Dambes,24,175
Daniel Chu,29,199
Gengo Kikuchi,21,173
David Pel,28,175
Louis Cant,30,172
Jerome Sciarrino,23,192
Hicham Khaddari,21,175
Toby Martin,25,172
Eduardo Piragine,33,170
Armando Javier Boschetti,20,197
Jacques Cassagneau,37,195
Takeshi Endo,26,190
Daniel Matsubara,20,195
Lorenzo Cremonini,20,187
Matej Leljak,20,192
Robert Rotaru,23,198
Patrick Daciek,23,192
Marco Cecchinato,37,173
Giacomo Oradini,30,175
Niccolo Mugelli,20,186
Rogerio Barrozo Ribeiro,29,187
Jose Maria Paniagua,28,175
Juan Ignacio Londero,23,171
Riccardo Sinicropi,25,181
Malte Stropp,35,181
Tom Farquharson,21,196
Elie Rousset,37,173
Abd Hazli Bin Zainuddin,29,185
Dineshkanthan Thangarajah,36,189
Sebastien Vidal,32,179
Hugo Dellien,37,194
Lucas Renard,32,179
Michael Bois,36,176
Darius Florin Bragusi,24,183
Mohsen Hossein Zade,30,176
Hashim Abdal,26,181
Lorenzo Papasidero,29,180
Eduardo Bencke,36,186
Evan King,34,180
Guillem Collado Castells,37,190
Pablo Manuel Montoro Gimenez,21,172
Ben Chen,23,188
Nathaniel Gorham,22,191
Jonas Luetjen,26,173
Max Wennakoski,37,177
Jannis Liniger,29,183
Mateo Galdon,26,189
Agustin Moyano,27,193
Stefan Sterland Markovic,25,183
Antoine Escoffier,20,197
John Morrissey,23,185
Daniel Nguyen,33,184
Joshua Graves,36,181
Francisco Zambon,37,185
Lars Behlen,30,189
Taro Daniel,33,188
Johnny Hamui,28,174
Abraham Souza,34,181
Joey B Burkhardt,31,198
David Holiner,29,174
Connor Smith,25,179
Mike Vermeer,25,195
Neal Skupski,27,186
Lucian Gheorghe,20,184
Loic Ducourau,36,177
Thomas Fabre,36,177
Johan Backstrom,34,177
Victor Baluda,26,199
Manuel Proell,22,179
Leonard Stakhovsky,30,189
Filip Havaj,28,182
Ljubomir Celebic,29,199
Fabricio Burdisso,21,185
Dominic Thiem,20,178
Tomas Rohan,35,185
Adrian Partl,37,179
Maros Horny,36,172
Micke Kontinen,25,192
Andrey Yakovlev,33,191
Sebastian Sachs,34,194
Maik Burlage,33,197
Alexander Rumyantsev,22,183
Edoardo Eremin,31,182
Artem Pudovkin,21,173
Egor Gerasimov,22,173
Boris Sikalchuk,37,175
Fedor Doudtchik,20,193
Joris De Loore,25,188
Alexey Vatutin,24,180
Diego Hidalgo,20,177
Adelchi Virgili,20,183
Cristian Chavez,35,177
Dragos Dima,31,199
Gabriele Dutto,27,183
Duje Kekez,35,192
Kyle Stoker,20,176
Danilo Petrovic,23,190
Jeremias Lima Perez,29,187
Uros Petronijevic,30,181
Marcos Giraldi Requena,36,183
Robin Kern,26,184
Fernando Larrea Gonzalez,31,187
Omar Giacalone,26,198
Raphael Hemmeler,31,181
Florian Fallert,34,179
Alexander Ritschard,21,181
Bartosz Sawicki,33,177
Edgar Gasparyan,32,196
Partik Pohlmann,23,175
Maciej Smola,33,193
Mattis Wetzel,33,188
Jannick Lupescu,35,170
Patrick Ofner,26,182
Serizhan Yessenbekov,21,191
Florian Farnleitner,29,185
Svyatoslav Knyazev,37,187
Wojciech Lutkowski,36,181
Ivan Gomez Mantilla,24,194
David De Goede,31,174
Daniel Uhlig,25,190
Kevin Jordi,28,182
Tamas Batyi,20,195
Philip Davydenko,34,177
Lennert Van Der Linden,25,175
Marshall Tutu,37,172
Steffen Solomon,25,194
Thiago Monteiro,32,195
Ralf Steinbach,20,189
Mick Lescure,32,195
Richard Becker,26,173
Aurelien Febvay,34,181
Axel Alvarez Llamas,31,182
David Perez Sanz,20,171
Roberto Carballes Baena,34,188
Anton Galkin,23,173
Ivan Arenas Gualda,32,192
Scott Griekspoor,24,182
Bernardo Casares,21,188
Rodrigo Scattareggia,20,177
Kyle Mcmorrow,35,177
Alexander Brigham,25,185
Francisco Arrechea,35,195
Tobias Blomgren,33,180
Marcos Giron,22,187
Jack Schipanski,34,173
Ahmed El Menshawy,22,193
Oliver Hudson,21,170
Jules Marie,20,170
Yann Minster,28,199
Mark Richards,28,183
Marc Stillitano,26,173
Pavel Krainik,22,180
Sang Woo Noh,37,187
Chuhan Wang,30,185
Hung Yuan Hsu,26,186
Ahmed El Tabakh,28,193
Chris Haskett,20,171
Robin Olin,33,173
Robert Buyinza,25,172
Andres Artunedo Martinavarro,26,184
Karim Kadry,29,171
Taylor Fogleman,26,193
Mark Alexander Kepler,21,188
Kiarash Souri,23,178
Keelan Oakley,36,179
Thomas Muster,20,190
Juan Sebastian Gomez,29,194
Viktor Galovic,34,188
Tristan Lamasine,29,197
Jonathan Jeuch,31,174
Matthias Wunner,35,183
Dennis Novikov,28,179
Matthew Brooklyn,34,185
Calle Lundquist,36,175
Laurent Olivier Daxhelet,33,194
Aidynbek Rakhishev,37,177
Javier Banos Pantoja,21,171
